Date,Values,Delta Calculations,Delta - Mean(0.0007252162341980001)
2003-12-31,3.38, , 
2004-01-02,3.28,-0.10000000000000009,-0.10072521623419808
2004-01-05,3.26,-0.020000000000000018,-0.020725216234198016
2004-01-06,3.3,0.040000000000000036,0.039274783765802034
2004-01-07,3.29,-0.009999999999999787,-0.010725216234197787
2004-01-08,3.23,-0.06000000000000005,-0.060725216234198055
2004-01-09,3.28,0.04999999999999982,0.04927478376580182
2004-01-12,3.34,0.06000000000000005,0.05927478376580205
2004-01-13,3.38,0.040000000000000036,0.039274783765802034
2004-01-14,3.39,0.010000000000000231,0.00927478376580223
2004-01-15,3.38,-0.010000000000000231,-0.010725216234198231
2004-01-16,3.36,-0.020000000000000018,-0.020725216234198016
2004-01-19,3.35,-0.009999999999999787,-0.010725216234197787
2004-01-20,3.33,-0.020000000000000018,-0.020725216234198016
2004-01-21,3.38,0.04999999999999982,0.04927478376580182
2004-01-22,3.43,0.050000000000000266,0.049274783765802264
2004-01-23,3.41,-0.020000000000000018,-0.020725216234198016
2004-01-26,3.35,-0.06000000000000005,-0.060725216234198055
2004-01-27,3.43,0.08000000000000007,0.07927478376580208
2004-01-28,3.35,-0.08000000000000007,-0.08072521623419807
2004-01-29,3.46,0.10999999999999988,0.10927478376580188
2004-01-30,3.64,0.18000000000000016,0.17927478376580216
2004-01-31,3.97,0.33000000000000007,0.32927478376580205
2004-02-02,4.04,0.06999999999999984,0.06927478376580185
2004-02-03,4.13,0.08999999999999986,0.08927478376580186
2004-02-04,4.01,-0.1200000000000001,-0.1207252162341981
2004-02-05,4.03,0.020000000000000462,0.019274783765802463
2004-02-06,4.15,0.1200000000000001,0.11927478376580211
2004-02-09,4.14,-0.010000000000000675,-0.010725216234198675
2004-02-10,4.12,-0.019999999999999574,-0.020725216234197572
2004-02-11,4.17,0.04999999999999982,0.04927478376580182
2004-02-12,4.06,-0.11000000000000032,-0.11072521623419831
2004-02-13,4.05,-0.009999999999999787,-0.010725216234197787
2004-02-16,4.04,-0.009999999999999787,-0.010725216234197787
2004-02-17,4.04,0.0,-0.0007252162341980001
2004-02-18,4.04,0.0,-0.0007252162341980001
2004-02-19,4.08,0.040000000000000036,0.039274783765802034
2004-02-20,4.17,0.08999999999999986,0.08927478376580186
2004-02-23,4.24,0.07000000000000028,0.06927478376580229
2004-02-24,4.27,0.02999999999999936,0.029274783765801362
